DATE,CBA,ANZ,WBC,NAB,SUN,BEN,MQG,PPT,AMP,IAG,QBE
17/02/2023,100.97,24.67,22.78,29.85,12.78,9.61,189,26.92,1.12,4.83,14.39
20/02/2023,102.23,24.74,23.01,30.3,12.81,9.79,190.73,27.14,1.1,4.82,14.92
21/02/2023,101.52,24.62,22.84,30.1,12.75,9.79,190.39,26.99,1.095,4.81,15
22/02/2023,99.2,24.93,22.87,30.06,12.77,9.79,190.29,26.7,1.075,4.79,15.05
23/02/2023,99.9,24.76,22.66,29.76,12.79,9.8,188.84,25.95,1.085,4.73,15.13
24/02/2023,101.22,24.79,22.67,29.85,12.95,9.8,188.91,24.85,1.08,4.77,15.3
27/02/2023,101.39,24.83,22.73,29.99,12.82,9.78,188.45,24.69,1.045,4.7,15.12
28/02/2023,100.69,24.65,22.53,30,12.85,9.78,189.52,24.39,1.035,4.65,15.08
1/03/2023,99.05,24.37,22.07,29.38,12.9,9.72,188.9,24.48,1.055,4.65,15.24
2/03/2023,97.07,23.71,21.64,28.83,12.75,9.53,184.86,24.55,1.065,4.61,15.15
3/03/2023,97.75,23.85,21.73,29.15,12.73,9.6,185.47,24.68,1.055,4.65,15.05
6/03/2023,98.6,24.2,22.09,29.48,12.83,9.45,189.99,24.96,1.035,4.74,14.93
7/03/2023,98.9,24.5,22.37,29.71,13,9.5,193,25.43,1.03,4.77,15.27
8/03/2023,98.41,24.33,22.11,29.45,12.92,9.39,190.84,25.51,1.03,4.82,15.35
9/03/2023,98.72,24.49,22.38,29.89,12.98,9.43,190.78,24.65,1.04,4.9,15.3
10/03/2023,95.51,23.85,21.79,29,12.62,9.15,184.66,24.18,1.01,4.87,15.02
13/03/2023,95.12,23.39,21.49,28.54,12.36,9.04,182.13,23,0.995,4.77,14.62
14/03/2023,95.28,23.04,21.41,28.1,11.91,8.9,176.53,21.4,0.975,4.65,14.08
15/03/2023,95.4,23.29,21.65,28.31,12.14,9.09,178.1,21.41,1.01,4.77,14.41
16/03/2023,95.3,22.72,21.19,27.82,12.05,8.82,175.13,21.24,0.98,4.68,14.09
17/03/2023,96.45,22.81,21.24,28.28,12.15,8.93,175.79,21.19,0.985,4.69,14.38
20/03/2023,96.08,22.49,21.12,27.86,11.6,8.86,167.78,20.32,0.99,4.49,13.7
21/03/2023,96.52,22.75,21.42,28.01,11.86,9.03,173.33,20.96,1.04,4.54,13.87
22/03/2023,97.14,22.85,21.43,28.05,11.97,9,174.1,21.55,1.05,4.63,14.29
23/03/2023,97.03,22.76,21.33,27.63,11.94,8.9,171,21.11,1.05,4.57,14.06
24/03/2023,95.84,22.52,21.2,27.18,11.8,8.72,169.6,20.86,1.05,4.53,14.02
27/03/2023,95.07,22.44,21.23,27.41,11.89,8.68,167,21.15,1.055,4.57,14.15
28/03/2023,96.06,22.64,21.53,27.66,12.04,8.77,170.39,21.6,1.06,4.66,14.29
29/03/2023,96.34,22.66,21.37,27.04,11.94,8.5,169.76,21.59,1.035,4.67,14.33
30/03/2023,97.75,22.87,21.69,27.67,12.06,8.7,171.77,22.21,1.08,4.7,14.53
31/03/2023,98.32,22.93,21.66,27.72,12.11,8.67,175.66,21.96,1.05,4.69,14.59
3/04/2023,99.27,23.22,21.89,27.91,12.21,8.72,176.97,22.23,1.085,4.74,14.54
4/04/2023,98.98,23.27,21.8,28.07,12.13,8.71,179.46,22.29,1.095,4.8,14.7
5/04/2023,99.06,23.3,21.78,28.04,12.23,8.63,178.17,22.36,1.11,4.94,14.91
6/04/2023,99.01,23.19,21.77,27.88,12.37,8.69,176.95,22.8,1.095,4.98,14.84
11/04/2023,99.76,23.56,22.15,28.25,12.47,8.79,178.91,23.48,1.12,5.01,14.99
12/04/2023,99.23,23.61,22.12,28.11,12.45,8.76,179.6,23.51,1.12,5.02,15.01
13/04/2023,98.22,23.77,22.09,28.13,12.43,8.79,178.82,23.44,1.115,5.01,14.99
14/04/2023,99.11,23.98,22.25,28.46,12.46,8.85,180.02,23.86,1.115,5.01,14.99
17/04/2023,99.74,24.21,22.26,28.67,12.47,8.84,180.65,23.8,1.095,4.92,14.84
18/04/2023,99.4,24.2,22.28,28.76,12.36,8.84,180.24,23.66,1.095,4.95,14.81
19/04/2023,99.37,24.14,22.23,28.61,12.39,8.81,180.29,23.55,1.135,4.96,14.89
20/04/2023,100.92,24.46,22.57,29.1,12.37,8.93,181.63,24.14,1.13,4.94,15.09
21/04/2023,99.8,24.33,22.29,28.77,12.34,8.73,183.08,24.19,1.15,4.97,15.05
24/04/2023,100.11,24.22,22.25,28.79,12.4,8.73,181.45,24.48,1.14,4.96,15.13
26/04/2023,99.89,24.21,22.31,28.84,12.54,8.69,181.25,23.82,1.14,4.97,15.24
27/04/2023,99.1,24.12,22.26,28.73,12.4,8.61,180.71,23.85,1.13,4.96,15.17
28/04/2023,99.36,24.35,22.47,28.84,12.48,8.64,182.6,24.53,1.135,4.98,15.33
1/05/2023,100.44,24.52,22.56,29.19,12.59,8.75,183.77,24.9,1.155,5,15.47
2/05/2023,100.1,24.42,22.55,29.09,12.48,8.62,181.22,24.52,1.145,5,15.41
3/05/2023,98.29,24.03,22.16,28.55,12.4,8.45,179.1,24.13,1.13,4.95,15.25
4/05/2023,95.76,23.46,21.25,26.72,12.36,8.4,177.74,24.17,1.105,4.98,15.25
5/05/2023,96.13,23.8,21.35,26.58,12.5,8.41,177.35,24.38,1.125,4.96,15.35
8/05/2023,97.12,23.83,21.74,27.1,12.58,8.62,173.5,25.1,1.13,4.98,15.46
9/05/2023,97.34,24,21.77,27.36,12.53,8.58,177.43,25.38,1.125,4.93,15.3
10/05/2023,97.85,24.11,21.7,26.26,12.33,8.59,177.48,25.2,1.1,4.89,15.21
11/05/2023,98.35,24.31,21.13,26.37,12.38,8.61,179.5,25.2,1.095,4.88,15.16
12/05/2023,98.96,24.5,21.09,26.41,12.38,8.77,179.08,25.53,1.105,4.89,14.61
15/05/2023,98.5,23.53,21.13,26.46,12.28,8.63,174.84,25.52,1.085,4.89,14.77
16/05/2023,97.59,23.54,21.13,26.46,12.22,8.59,174.35,25.3,1.09,4.9,14.65
17/05/2023,97.14,23.58,20.92,26.19,12.12,8.57,172.14,24.89,1.07,4.86,14.67
18/05/2023,98,23.64,20.96,26.4,12.38,8.62,173.59,24.71,1.08,4.96,14.63
19/05/2023,99.8,23.97,21.23,26.8,12.62,8.73,176.51,24.76,1.09,5.19,14.59
22/05/2023,98.9,23.79,21.06,26.57,12.76,8.6,176.57,24.52,1.08,5.2,14.74
23/05/2023,99.44,23.97,21.26,26.67,12.92,8.68,180.27,24.84,1.08,5.18,14.94
24/05/2023,99.93,23.96,21.23,26.61,12.99,8.73,177.44,24.56,1.07,5.22,14.74
25/05/2023,97.72,23.35,20.89,26.04,12.85,8.65,173.5,24.47,1.045,5.17,14.53
26/05/2023,98.16,23.47,20.92,26.23,13.06,8.66,174,24.63,1.065,5.2,14.71
29/05/2023,99.57,23.74,21.16,26.57,13.18,8.77,176.28,24.97,1.085,5.21,14.8
30/05/2023,99.18,23.41,21.11,26.52,13.38,8.77,175.1,24.91,1.09,5.21,14.85
31/05/2023,96.78,22.92,20.68,25.97,13.3,8.59,170.74,24.74,1.095,5.19,14.62
1/06/2023,96.8,22.73,20.6,26.04,13.36,8.57,170.49,24.49,1.115,5.2,14.63
2/06/2023,96.91,22.77,20.54,25.79,13.3,8.56,171,24.41,1.13,5.13,14.62
5/06/2023,97.5,23.12,20.77,26.05,13.34,8.62,173.78,25.05,1.14,5.12,14.85
6/06/2023,96.56,22.74,20.34,25.76,13.14,8.49,171.27,24.81,1.125,5.09,14.76
7/06/2023,95.69,22.73,20.03,25.3,13.02,8.38,172.24,24.74,1.11,5.07,14.7
8/06/2023,95.89,22.68,20.19,25.16,13,8.33,170.66,24.44,1.115,5.08,14.94
9/06/2023,95.8,22.85,20.25,25.2,13.12,8.35,172.1,24.56,1.11,5.11,14.99
13/06/2023,96.52,22.93,20.3,25.22,12.97,8.37,175.66,24.81,1.12,5.1,14.98
14/06/2023,97.37,22.92,20.56,25.51,13.14,8.42,178.05,25.18,1.13,5.23,15.12
15/06/2023,97.99,23.13,20.6,25.65,13.19,8.47,182.2,25.32,1.135,5.47,15.13
16/06/2023,99.35,23.28,20.91,25.85,13.27,8.53,184.4,25.6,1.15,5.51,15.28
19/06/2023,100.51,23.62,21.15,26.06,13.53,8.56,184.03,25.55,1.155,5.57,15.44
20/06/2023,101.62,23.8,21.43,26.5,13.75,8.66,185.2,26.24,1.17,5.65,15.68
21/06/2023,101.68,23.68,21.22,26.53,13.76,8.72,180.47,26.23,1.16,5.65,15.8
22/06/2023,100.08,23.3,21.04,26.15,13.57,8.59,175.67,25.34,1.135,5.64,15.6
23/06/2023,98.51,22.82,20.75,25.78,13.48,8.43,172.78,25.1,1.12,5.65,15.4
26/06/2023,97.93,22.77,20.68,25.57,13.38,8.34,172.65,25.15,1.11,5.56,15.22
27/06/2023,98.43,23.12,21.01,25.75,13.41,8.37,174,25.43,1.12,5.55,15.38
28/06/2023,99.54,23.43,21.4,26.25,13.6,8.55,174.97,25.94,1.15,5.67,15.61
29/06/2023,100.07,23.71,21.42,26.35,13.48,8.58,176.27,25.98,1.14,5.7,15.67
30/06/2023,100.27,23.71,21.34,26.37,13.49,8.59,177.62,25.88,1.13,5.7,15.67
3/07/2023,100.94,23.91,21.43,26.39,13.43,8.7,177.7,26.03,1.13,5.73,15.72
4/07/2023,102.28,24.19,21.68,26.72,13.51,8.84,178.54,26.56,1.14,5.82,15.87
5/07/2023,101.78,23.99,21.52,26.52,13.46,8.77,177.67,26.02,1.07,5.81,15.84
6/07/2023,100.43,23.53,21.15,25.96,13.47,8.65,174.55,25.91,1.02,5.79,15.72
7/07/2023,98.73,23.28,20.85,25.66,13.33,8.52,172.35,25.3,1,5.73,15.55
10/07/2023,98.52,23.26,20.84,25.64,13.31,8.52,171.28,25.22,0.99,5.72,15.43
11/07/2023,99.62,23.8,21.17,26.18,13.42,8.71,174.83,25.43,1.02,5.76,15.52
12/07/2023,99.15,24.02,21.21,26.42,13.4,8.78,176.34,25.2,1.03,5.78,15.43
13/07/2023,100.62,24.36,21.46,26.55,13.54,8.88,180.96,25.52,1.04,5.74,14.98
14/07/2023,101.33,24.44,21.46,26.92,13.69,8.96,182.7,25.9,1.055,5.74,14.99
17/07/2023,101.87,24.54,21.43,27.12,13.78,9.02,183.02,25.85,1.055,5.7,15.06
18/07/2023,102.57,24.95,21.6,27.67,13.79,9.09,181.64,25.96,1.05,5.8,15.12
19/07/2023,104.65,25.46,22.06,27.98,13.83,9.14,183.9,26.36,1.06,5.73,15.24
20/07/2023,105.25,25.35,22.12,27.94,13.88,9.14,185.49,26.58,1.075,5.8,15.6
21/07/2023,104.55,25.16,21.98,27.9,13.97,9.15,182.83,26.36,1.07,5.85,15.82
24/07/2023,104.43,25.12,21.96,27.69,13.96,9.17,183.59,26.14,1.075,5.9,15.84
25/07/2023,104.2,25.06,21.73,27.61,13.81,9.1,181.92,26.15,1.075,5.85,15.64
26/07/2023,105,25.46,22.09,28.04,14.06,9.27,183.02,26.3,1.085,5.94,15.79
27/07/2023,106.53,25.78,22.35,28.47,14.41,9.36,175.03,25.9,1.12,5.99,15.95
28/07/2023,105.5,25.76,22.28,28.38,14.28,9.33,176.71,24.06,1.115,5.96,15.86
31/07/2023,105.71,25.75,22.34,28.42,14.23,9.35,175.01,24.66,1.13,5.93,15.77
1/08/2023,105.85,25.88,22.43,28.58,14.08,9.39,177.5,25.15,1.14,5.96,15.85
